匯入序號,捕捉日期時間,表格類別,資料頁碼,繫放員,捕捉代碼,環號,第1色環,第2色環,第3色環,物種名,年齡,年齡依據一,年齡依據二,性別,性別依據一,性別依據二,頭骨,泄殖腔,孵卵斑,脂肪量,體換羽,飛羽換羽,飛羽磨損,幼鳥羽衣,初級覆羽世代,次級覆羽世代,初級飛羽世代,次級飛羽世代,三級飛羽世代,尾羽世代,體羽世代,非羽區世代,自然翼長,最大翼長,尾長,體重,繫放狀態,網號,留置狀況,嘴長測量方法,嘴長,全頭長,跗蹠長,虹膜色,換羽模式P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,抽血數,恥骨寬,活動分類,註記,F62,繫放站,問題修正
,2019/7/7,新鳥,9,馮孟婕,N,K46503,M,O,R,灰頭鷦鶯,1,S,,F,I,,6,0,4,0,1,N,4,0,,,,,,,,,43,45,61,7.5,1,8,,3,12.9,29.1,19.9,3820.52,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,9,沈妤蓮,N,K46504,M,R,Y,灰頭鷦鶯,2,S,I,U,,,1,0,0,0,0,N,1,3,,,,,,,,,41,42,55,7,1,6,,3,12.7,28.4,20.6,219B,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,9,沈妤蓮,N,K46506,M,R,O,灰頭鷦鶯,2,S,I,U,,,1,0,0,0,0,N,2,3,,,,,,,,,41,42,,6.5,1,3,,3,12.8,27.3,20.2,26,,,,,,,,,,,1,,M,尾羽換與不量,,關渡,
,2019/7/7,新鳥,9,沈妤蓮,N,K46507,M,O,DB,灰頭鷦鶯,2,S,I,U,,,1,0,0,0,0,N,1,3,,,,,,,,,41,42,52,6.5,1,3,,3,12.6,28.5,20,223C,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,10,沈妤蓮,N,K46509,M,O,M,灰頭鷦鶯,2,S,I,U,,,0,0,0,0,0,N,1,9,,,,,,,,,41,43,,7,1,3,,3,13.9,29.5,21.1,223C,,,,,,,,,,,1,,M,尾羽換與不量,,關渡,
,2019/8/4,回收,9,梅允文,R,K46511,M,Y,O,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,41,43,,6.6,1,5,,3,13.5,28.3,20.5,123,,,,,,,,,,,,,M,尾羽脫落不量,,關渡,
,2019/7/7,新鳥,10,沈妤蓮,N,K46511,M,Y,O,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,1,3,,,,,,,,,42,44,53,7,1,6,,3,13.4,28.4,20.2,23,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,10,馮孟婕,N,K46512,M,O,W,灰頭鷦鶯,1,S,,F,I,,6,1,4,0,0,N,4,0,,,,,,,,,42,44,66,7.5,1,7,,3,11.3,28.9,20.6,36,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,10,林冠伶,N,K46514,M,R,M,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,3,0,,,,,,,,,44,45,67,7.5,1,11,,3,12.8,27.4,19.7,26,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,10,林冠伶,N,K46517,M,W,R,灰頭鷦鶯,2,S,,U,,,1,0,0,2,0,N,3,3,,,,,,,,,41,42,57,6.5,1,7,,3,13.1,28.7,20.2,24,,,,,,,,,,,1,,M,,,關渡,
,2019/7/7,新鳥,11,周暉堡,N,K46518,M,W,DG,灰頭鷦鶯,1,S,,F,I,,6,0,0,1,0,N,2,0,,,,,,,,,41,42,52,7.6,1,8,,3,11.3,27.9,19.8,38,,,,,,,,,,,1,,M,,,關渡,
,2019/8/4,新鳥,12,林冠伶,N,K46529,M,DB,Y,灰頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,2,3,,,,,,,,,39,40,51,7.5,1,11,,3,12.4,27.8,21,28,,,,,,,,,,,,,M,嘴厚:2.2mm,,關渡,
,2019/8/4,新鳥,12,王李廉,N,K46532,M,DG,Y,灰頭鷦鶯,2,S,,U,,,2,0,0,1,0,N,1,2,,,,,,,,,42,44,,6.7,1,7,,3,13.3,28,20.4,219B,,,,,,,,,,,,,M,尾羽磨損嚴重不量,,關渡,
,2019/8/4,新鳥,12,梅允文,N,K46533,M,DB,R,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,42,43,63,7.3,1,5,,3,12.7,28.4,21.2,121C,,,,,,,,,,,,,M,,,關渡,
,2019/8/4,新鳥,12,王李廉,N,K46535,M,Y,DG,灰頭鷦鶯,1,S,,U,,,6,0,0,0,2,N,2,0,,,,,,,,,40,42,,6.5,1,5,,3,13.3,28.1,19.4,36,,,,,,,,,,,,,M,尾羽磨損嚴重不量,,關渡,
,2019/8/4,新鳥,12,梅允文,N,K46536,M,W,O,灰頭鷦鶯,1,S,,F,I,,6,0,0,0,0,N,2,0,,,,,,,,,41,43,55,6.8,1,6,,3,13,28.9,20.4,28,,,,,,,,,,,,,M,嘴厚2.4mm，嘴內完全不黑，舌基2小黑點,,關渡,
,2019/8/4,新鳥,13,林冠伶,N,K46538,M,R,W,灰頭鷦鶯,1,S,,U,,,6,0,4,1,0,N,3,0,,,,,,,,,42,43,56,7,1,9,,3,13.2,28.9,20.2,26,,,,,,,,,,,,,M,,,關渡,
,2019/8/4,新鳥,13,姚牧君,N,K46540,M,R,DB,灰頭鷦鶯,2,S,,U,,,2,0,0,0,2,N,2,2,,,,,,,,,40,41,,5.8,1,7,,3,13.2,27.6,20.4,219B,,,,,,,,,,,,,M,尾羽生長中不量,,關渡,
,2019/8/4,新鳥,13,姚牧君,N,K46541,M,Y,W,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,1,3,,,,,,,,,41,42,,7,1,9,,3,13.8,27.8,20.8,219A,,,,,,,,,,,,,M,尾羽生長中不量，嘴厚2.4mm,,關渡,
,2019/8/4,新鳥,13,梅允文,N,K46542,M,M,W,灰頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,2,3,,,,,,,,,41,43,54,6.9,1,3,,3,11.8,28.1,19.8,121C,,,,,,,,,,,,,M,嘴厚2.3mm,,關渡,
,2019/8/4,新鳥,13,林冠伶,N,K46543,M,M,DB,灰頭鷦鶯,2,S,,U,,,2,0,0,4,0,N,2,3,,,,,,,,,42,43,55,6.9,1,5,,3,12.9,27.6,20.2,121B,,,,,,,,,,,,,M,嘴厚2.2mm,,關渡,
,2019/8/4,新鳥,13,周暉堡,N,K46545,M,M,DG,灰頭鷦鶯,2,S,,U,,,1,0,0,2,0,N,1,3,,,,,,,,,40,42,49,7.8,1,5,,3,12.8,28.5,20.4,119C,,,,,,,,,,,,,M,,,關渡,
,2019/11/15,回收,1,陳嘉宏,R,K46701,Y,Y,B,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,T,直接放飛,,大埔溪,
,2019/11/8,回收,1,張瀚柏,R,K46701,Y,Y,B,灰頭鷦鶯,1,I,,M,I,,6,0,0,0,3,N,2,0,,,,,,,,,45,47,75,7,1,2,,3,14.2,28.5,20.5,123A,,,,,,,,,,,,,T,,,大埔溪,
,2019/5/23,新鳥,8,蘇美如,N,K46701,Y,Y,B,灰頭鷦鶯,1,S,,M,I,,6,0,0,0,1,N,3,0,,,,,,,,,,,,7.2,1,2,,,,,,132D,,,,,,,,,,,1,,O,頸、?、腰、中央尾羽2根正在換，長尾羽還在，嘴內黑但頭部灰色羽毛不是特別灰,,湖本合作社,
,2019/11/15,新鳥,3,陳嘉宏,N,K46906,,,,灰頭鷦鶯,2,S,,U,,,3,0,0,0,4,S,4,0,,,,,,,,,41.5,44.5,54,7.5,3,2,,3,13.9,28.8,20.5,,5,5,4,2,0,0,0,0,0,0,,,T,,,大埔溪,
,2019/11/16,新鳥,4,周俞君,N,K46909,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,2,N,1,0,,,,,,,,,45,46.5,77,7.1,3,2,,3,14.2,29.4,21.1,,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/16,新鳥,4,黃伊君,N,K46911,,,,灰頭鷦鶯,0,,,U,,,6,0,0,2,2,A,1,0,,,,,,,,,45,47,,6.5,3,2,,,,,,,,,,,,,,,,,,,T,尾羽換羽中,,大埔溪,
,2019/11/29,新鳥,5,周俞君,N,K46921,Y,LG,O,灰頭鷦鶯,0,,,U,,,,0,0,0,0,,,,,,,,,,,,43,44,68,6.6,1,2,,3,13.8,28.9,19.2,,,,,,,,,,,,,,T,中途逃逸,,大埔溪,
,2019/11/29,新鳥,5,黃伊君,N,K46922,Y,LG,M,灰頭鷦鶯,0,,,U,,,6,0,0,0,3,N,2,0,,,,,,,,,45,47,72.5,7,1,2,,3,14.1,28.4,20.6,,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/29,新鳥,5,鄧玉雪,N,K46923,Y,B,LG,灰頭鷦鶯,0,,,U,,,,,,,,,,,,,,,,,,,43,44,71,6.5,1,2,,3,13.8,28.3,20.7,,,,,,,,,,,,,,T,,,大埔溪,
,2019/11/29,新鳥,5,呂佳家,N,K46924,Y,DP,Y,灰頭鷦鶯,0,,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,45,48,80,6.7,1,2,,3,14.2,28.9,20.9,,,,,,,,,,,,,,T,,,大埔溪,
,2019/12/1,新鳥,4,張瀚柏,N,K46929,,,,灰頭鷦鶯,0,,,U,,,6,0,0,0,1,N,3,0,,,,,,,,,43.5,45,74,6.5,3,2,,3,13.3,28.6,20.2,123A,,,,,,,,,,,,,T,,,大埔溪,
,2019/12/1,新鳥,2,鄧玉雪,N,K47001,,,,灰頭鷦鶯,0,,,U,,,,,,,,,,,,,,,,,,,47,48.5,78,,3,3,,,,,,,,,,,,,,,,,,,T,,,大埔溪橋,
,2019/12/1,新鳥,1,謝韻婷,N,K47002,,,,灰頭鷦鶯,0,,,U,,,,,,,,,,,,,,,,,,,,,,,3,3,,3,14,29,20.5,,,,,,,,,,,,,,T,放飛,,大埔溪橋,
,2019/12/1,新鳥,1,謝韻婷,N,K47014,,,,灰頭鷦鶯,2,S,,U,,,4,0,0,0,2,N,1,0,,,,,,,,,43,45.5,79,7,3,3,,3,13.8,28.9,21.3,,,,,,,,,,,,,,T,,,大埔溪橋,
20141073,2014/6/8,未上環,1,李立方,U,未上環,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,測量時逃逸,,鳳山水庫,
,2019/11/20,未上環,1,謝承恩,U,未上環,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,T,逃逸,,集鹿大橋,
,2019/5/5,未上環,1,王李廉,U,未上環,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,M,操作中逃逸,,關渡,
,2019/3/17,未上環,1,林冠伶,U,未上環,,,,灰頭鷦鶯,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,M,巡網時，鳥自行掙脫逃逸,,關渡,
2012B132,2012/11/11,未上環,2,吳麗蘭,U,,,,,灰頭鷦鶯,1,S,,U,,,6,0,0,1,1,N,1,0,,,,,,,,,45.5,46.5,79.5,6.6,0,7,D,3,12.7,28.5,20.7,136,,,,,,,,,,,,,B,"士訓解鳥時舌頭纏太緊,解鳥太久致死亡",,東魚塭,
2012B169,2012/12/1,未上環,2,鄭翠鳳,U,,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,B,中途逃逸,,東魚塭,
2012B306,2012/11/23,回收,1,顏馨斌,R,,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,B,自鳥袋取出時不慎逃逸,,頂頭額,
2013B057,2013/4/14,未上環,1,張仁川,U,,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,B,中途逃逸,,東魚塭,
2013B090,2013/2/24,未上環,1,楊淑絹,U,,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,P,,,,,,,,,,,,,,,,,,B,被狗咬死，頭被咬掉，無法辨別鳥種，帶回特生鑑定為灰頭鷦鶯,,尖仔尾,
20161109,2016/6/5,未上環,1,,U,,,,,灰頭鷦鶯,1,S,,F,I,,6,0,1,4,0,N,1,0,,,,,,,,,,,,,5,10,L,,,,,,,,,,,,,,,,,,M,環號K38146，6/5大腿骨折受傷安置，於7/14死亡,,關渡,
20171212,2017/8/20,未上環,1,沈妤蓮,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,3,,,,,,,,,41,42,56.2,6.5,3,8,,3,12.5,27.6,18.8,,,,,,,,,,,,,,,其他：K環不足。,,關渡,
20171215,2017/8/20,未上環,2,馮孟婕,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,9,,,,,,,,,42,43,52,6.7,3,9,,3,13.7,29.1,20.3,,,,,,,,,,,,,,,其他：K環不足。,,關渡,
20171216,2017/8/20,未上環,2,林佩蓉,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,3,1,S,0,2,,,,,,,,,43,44,,7.5,3,3,,3,13.8,28.8,20.7,,2,1,0,0,0,0,0,0,0,0,,,,其他：尾羽換羽，不測量。/K環不足。/嘴厚2.5mm,,關渡,
20171217,2017/8/20,未上環,2,沈妤蓮,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,3,0,N,0,3,,,,,,,,,41,42,54,7,3,8,,3,13.7,28,20.8,,,,,,,,,,,,,,,K環不足。/嘴厚2.0mm,,關渡,
20171218,2017/8/20,未上環,2,梅允文,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,3,,,,,,,,,42,44,59,7.1,3,3,,3,12,28,20.1,,,,,,,,,,,,,,,K環不足。/嘴厚2.5mm,,關渡,
20171220,2017/8/20,未上環,2,葉玲瑤,U,,,,,灰頭鷦鶯,2,S,,U,,,1,0,0,1,0,N,1,3,,,,,,,,,42,43,56,7.5,3,4,,3,13,28.6,21.3,,,,,,,,,,,,,,,K環不足。/嘴厚2.4mm,,關渡,
20180042,2018/4/1,未上環,1,林冠伶,U,,W,Y,W,灰頭鷦鶯,1,S,,M,I,,6,0,0,2,2,N,1,0,,,,,,,,,42,44,75,8,0,11,D,3,13.2,28.7,20.6,,,,,,,,,,,,,,M,環號:K42552,,關渡,
20180162,2018/7/1,未上環,1,周暉堡,U,,,,,灰頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,M,,,關渡,
,2019/11/21,回收,1,謝承恩,R,K34114,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,46,48,75.5,7,3,4,,3,13.7,28.8,21.6,123B,,,,,,,,,,,,,T,,,集鹿大橋,
,2019/11/19,新鳥,1,吳俊毅,N,K34114,,,,褐頭鷦鶯,0,,,U,,,6,0,0,1,0,N,0,0,,,,,,,,,46,49,75,7.3,3,3,,3,13.4,28.8,21.3,,,,,,,,,,,,,,T,,,集鹿大橋,
,2019/11/20,新鳥,3,謝承恩,N,K34132,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,48,49,77,8,3,5,,3,,28.6,21.4,,,,,,,,,,,,,,T,嘴長刪除,,集鹿大橋,
,2019/11/20,新鳥,3,吳俊毅,N,K34133,,,,褐頭鷦鶯,2,S,,U,,,5,0,0,1,2,N,1,0,,,,,,,,,46,47,70,7.8,3,3,,3,13.3,28.1,21.6,,,,,,,,,,,,,,T,,,集鹿大橋,
,2019/11/21,新鳥,3,謝承恩,N,K34138,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,48.5,50.5,81,9,3,3,,3,13.6,28.6,21.6,123A,,,,,,,,,,,,,T,,,集鹿大橋,
20159012,2015/2/27,新鳥用,1,涂芳瑜,N,K34178,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,1,0,,,,,,,,,49.5,50,84,8.3,3,3,,3,13.6,28,20.6,,,,,,,,,,,,,,O,,,合作社,
20159059,2015/3/20,回收,1,林瑞興,R,K34178,DG,R,W,褐頭鷦鶯,1,S,,M,C,,6,2,0,3,1,N,2,0,,,,,,,,,48.5,50,83.5,8.4,1,,,3,13.4,28.5,21.2,,,,,,,,,,,,,,O,泄殖 基部寬 矮錐形 體換羽少量 與K36652一對 領域在K36651之上游 回收上環,,合作社,
20159036,2015/3/1,新鳥用,2,呂沛靜,N,K34190,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,46.5,48,,7.8,3,3,,3,10.3,27.9,23.2,,,,,,,,,,,,,,O,尾羽脫落,,合作社,
20159045,2015/3/1,新鳥用,3,陳秋美,N,K34193,,,,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,2,N,3,0,,,,,,,,,45.5,46.5,,7.9,3,3,,3,11.3,27.9,21.1,,,,,,,,,,,,,,O,尾羽換羽中 繁殖前換羽,,合作社,
20120382,2012/4/22,新鳥用,1,陳士訓,N,K34507,,,,褐頭鷦鶯,1,S,,F,C,,6,0,0,0,0,N,4,0,,,,,,,,,49,49.5,69,8.3,3,3,,2,11.3,29.8,23.8,,,,,,,,,,,,,,,,,龍崎,
20120386,2012/5/27,新鳥用,1,徐紫欽,N,K34511,,,,褐頭鷦鶯,2,S,,U,,,5,0,0,0,2,N,2,0,,,,,,,,,45.5,47,60,7.7,3,6,,2,11,28.5,20.5,123,,,,,,,,,,,,,,,,龍崎,
20120393,2012/9/16,新鳥用,1,張秉元,N,K34518,,,,褐頭鷦鶯,2,S,,U,,,1,0,0,0,0,N,1,9,,,,,,,,,43,43.5,57.5,6.5,3,3,,,,,,,,,,,,,,,,,,,,,,龍崎,
,2019/12/1,回收,5,劉佩珊,R,K35359,DG,LP,LB,褐頭鷦鶯,0,,,U,,,6,0,0,0,3,N,1,0,,,,,,,,,49,51,77,7.7,1,2,,3,12.5,27.8,20.7,123B,,,,,,,,,,,,,T,,,大埔溪,
20159138,2015/11/29,新鳥用,4,蘇美如,N,K36026,DG,O,M,褐頭鷦鶯,0,,,M,I,,6,0,0,0,1,N,1,0,,,,,,,,,50,51.5,79.5,8.3,1,8,,3,14.1,29.5,21.2,,,,,,,,,,,,,,O,頭頂換羽中央尾羽2根不等長外側尾羽有羽鞘,,合作社,
2016R136,2016/3/6,回收,2,蘇美如,R,K36026,DG,O,M,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,3,0,,,,,,,,,49,51,,8.9,1,13,,,,,,,,,,,,,,,,,,,O,體與部份換羽在眉線上 尾羽磨損嚴重不量 ,,湖本合作社,
2016R145,2016/3/6,回收,2,蘇美如,R,K36026,DG,O,M,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,O,當日回收,,湖本合作社,
2016R125,2016/3/6,新鳥用,1,林佩蓉,N,K36034,DG,Y,DP,褐頭鷦鶯,1,S,,M,I,,6,0,1,1,0,N,3,0,,,,,,,,,47,48,65.5,8.5,1,13,,3,14.2,28.5,17.8,,,,,,,,,,,,,,O,尾羽應該有脫落，為繁殖羽樣式,,湖本合作社,
2016R150,2016/3/6,新鳥用,2,蘇美如,N,K36044,DG,R,B,褐頭鷦鶯,1,S,,F,I,,6,0,0,0,2,N,3,0,,,,,,,,,46,48,,7.5,1,33,,,,,,,,,,,,,,,,,,,O,孵卵斑不完全，尾羽磨損嚴重不量,,湖本合作社,
2016R151,2016/3/6,新鳥用,2,蘇美如,N,K36045,DG,M,R,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,3,0,,,,,,,,,48,49,,8.5,1,33,,,,,,,,,,,,,,,,,,,O,頭頂換羽，尾羽對稱換羽不量 公鳥? ,,湖本合作社,
2016T027,2016/10/8,新鳥用,1,陳建宇,N,K36050,,,,褐頭鷦鶯,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3,13.1,27.9,23,,,,,,,,,,,,,,T,,,關渡(冬),
2016T028,2016/10/8,新鳥用,1,沈妤蓮,N,K36051,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,0,0,N,0,0,,,,,,,,,43,44,52.5,7.4,3,,,3,12.7,27.8,20.6,,,,,,,,,,,,,,T,,,關渡(冬),
2016T162,2016/12/4,新鳥用,1,陳嘉宏,N,K36074,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,50,52,77,8,3,5,,3,12.9,28.8,21.6,,,,,,,,,,,,,,T,,,大埔溪,
,2019/2/17,新鳥,5,蘇志盛,N,K36094,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,2,0,,,,,,,,,48,50,67,7.6,3,1,,3,14.1,29.5,20.9,39,,,,,,,,,,,,,O,疑似公鳥嘴喙I,,湖本合作社,
,2019/11/17,回收,2,蘇美如,R,K36096,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,2,N,2,9,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,T,,,大埔溪,
,2019/2/17,新鳥,5,張安瑜,N,K36096,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,1,1,N,1,0,,,,,,,,,48,50,76,8.5,3,1,,3,13.9,29.4,21,39,,,,,,,,,,,,,O,尾羽磨損,,湖本合作社,
,2019/4/17,回收,4,蘇美如,R,K36099,DG,LP,R,褐頭鷦鶯,1,S,,M,I,,6,0,0,2,2,N,3,0,,,,,,,,,46,48,57,8,1,2,,3,14.4,28.8,21.7,,,,,,,,,,,,,,O,頭頂背部?部體換羽，尾羽漏掉一根沒換,,湖本合作社,
,2019/2/17,新鳥,5,陳淑琴,N,K36099,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,48,49.5,76,8,3,1,,3,13.6,28.9,21,39,,,,,,,,,,,,,O,尾羽磨損掉一半,,湖本合作社,
2012B138,2012/11/24,新鳥用,1,蔡佑澤,N,K36145,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,2,0,N,1,9,,,,,,,,,48,49,75,8,3,6,,3,21.6,28,22.7,,,,,,,,,,,,,,B,,,東魚塭,
2013B001,2013/2/23,新鳥用,1,徐紫欽,N,k36159,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,1,1,N,1,0,,,,,,,,,46,47,75,18,3,8,,3,11.3,28.5,20.4,,,,,,,,,,,,,,B,,,東魚塭,
2013B003,2013/2/23,新鳥用,1,張仁川,N,k36161,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,1,0,,,,,,,,,48,49.5,,8.5,3,7,,3,14.1,28.8,21.6,,,,,,,,,,,,,,B,尾羽掉落,,東魚塭,
2013B034,2013/3/16,新鳥用,2,徐紫欽,N,K36170,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,N,0,9,,,,,,,,,49,50,75,8,3,3,,3,14.7,29.3,21.5,,,,,,,,,,,,,,B,,,東魚塭,
2013B046,2013/4/14,新鳥用,2,李昶誠,N,K36178,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,1,N,1,0,,,,,,,,,48.5,49.5,67,8,3,9,,3,11.6,28.6,21.5,,,,,,,,,,,,,,B,,,東魚塭,
2013B064,2013/4/21,回收,2,林忠明,R,K36178,,,,褐頭鷦鶯,1,S,,U,,,6,0,1,0,1,N,2,0,,,,,,,,,49,51,,8.5,3,9,,3,13.5,28.9,21.4,,,,,,,,,,,,,,B,中央尾羽換到4,,東魚塭,
2012B210,2012/9/6,新鳥用,1,宋心怡,N,K36501,,,,褐頭鷦鶯,2,S,,U,,,2,0,0,1,3,S,2,2,,,,,,,,,40,41,54,64,3,5,,2,11,27.8,18.9,,2,1,0,0,0,0,0,0,0,0,,,B,,,頂頭額,
2012B264,2012/11/10,新鳥用,2,吳麗蘭,N,K36533,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,50,51,,8.7,3,6,,2,11.9,29.2,21.6,106,,,,,,,,,,,,,B,尾羽換羽,,頂頭額,
2012B265,2012/11/10,新鳥用,2,陳士訓,N,K36534,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,1,N,0,0,,,,,,,,,47.5,48.5,,7.8,3,6,,3,12.2,27,19.8,38,,,,,,,,,,,,,B,,,頂頭額,
2013B085,2013/2/24,回收,1,楊淑絹,R,K36534,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,1,1,N,3,0,,,,,,,,,47,48.5,68,8,3,7,,3,12.7,22.1,20,,,,,,,,,,,,,,B,,,尖仔尾,
2012B266,2012/11/10,新鳥用,2,楊淑絹,N,K36535,,,,褐頭鷦鶯,0,,,U,,,6,0,0,1,0,N,0,0,,,,,,,,,46,47,73.5,7.5,3,6,,3,12.7,28.3,20.6,123B,,,,,,,,,,,,,B,,,頂頭額,
2012B325,2012/12/9,回收,1,林忠明,R,K36535,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,47,48,74,7.5,3,6,,3,9.4,27.2,20.6,,,,,,,,,,,,,,B,,,頂頭額,
2012B278,2012/11/17,新鳥用,3,林瑞興,N,K36541,,,,褐頭鷦鶯,0,,,U,,,6,0,0,2,0,N,1,9,,,,,,,,,43,44,68,6.9,3,7,,,,28.6,20.2,,,,,,,,,,,,,,B,,,頂頭額,
2012B281,2012/11/18,新鳥用,3,張秉元,N,K36544,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,0,9,,,,,,,,,43.5,45,71,7.1,3,11,,3,12.3,28.4,18.2,36,,,,,,,,,,,,,B,,,頂頭額,
2012B328,2012/12/15,新鳥用,3,洪孝宇,N,K36559,,,,褐頭鷦鶯,0,,,U,,,6,0,0,0,0,N,1,0,,,,,,,,,48,50.1,77,7.5,3,6,,,,,,,,,,,,,,,,,,,B,,,頂頭額,
2013B077,2013/2/24,新鳥用,1,陳柏均,N,K36573,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,2,S,1,9,,,,,,,,,49,51,,8,3,7,,3,12,28.8,23.4,,,,,,,,,,,,,,B,次級飛羽最裡面一根換羽中,,尖仔尾,
2013B095,2013/4/13,新鳥用,1,陳裔璿,N,K36575,,,,褐頭鷦鶯,1,S,,U,,,6,0,0,0,0,A,1,9,,,,,,,,,58,60,61.5,12.5,3,12,,3,12.5,31.5,23,,,,,,,,,,,,,,B,,,尖仔尾,
20159052,2015/3/20,新鳥用,1,林瑞興,N,K36647,DG,R,Y,褐頭鷦鶯,1,S,,F,C,,6,0,0,2,3,N,2,0,,,,,,,,,45,47,69,7.4,1,,,3,12.5,27.5,19.7,,,,,,,,,,,,,,O,體換羽 頭.喉.胸.腹.尾上.後背 鼻孔前嘴厚3.0右側尾羽不慎掉落2根,,合作社,
20159053,2015/3/20,新鳥用,1,林瑞興,N,K36648,DG,R,O,褐頭鷦鶯,1,S,,U,,,6,0,0,2,1,N,2,0,,,,,,,,,48.5,50,,8.9,1,,,3,14,30.7,22.7,,,,,,,,,,,,,,O,體換羽 頭.頸少許 尾羽 右T1 1 左T1 4 T2-T5=0 下嘴3/4黑 基部粉色 嘴厚3.1 M?,,合作社,
20159094,2015/9/6,回收,1,林瑞興,R,K36648,DG,R,O,褐頭鷦鶯,1,S,,U,,,6,0,0,1,0,N,5,0,,,,,,,,,45,48,57.5,8.7,1,7,,,,,,,,,,,,,,,,,,,O,F?,,合作社,
